Assay_Type	AvgSpotLen	BioSample	DATASTORE_provider	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	biomaterial_provider	cell_line	disease	disease_stage	ethnicity	sex	tissue	AssemblyName	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_region	InsertSize	Organism	Platform	ReleaseDate	SRA_Study	isolate	sample_type
RNA-Seq	202	SAMN10989591	ncbi	SRX5414654	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SF268_CENTRAL_NERVOUS_SYSTEM	24/02/2019	20515	11027	SRR8615746	SRS4395651	SF268_CENTRAL_NERVOUS_SYSTEM	NA	Garraway Lab	SF268	glioma	primary	Caucasian	NA	central_nervous_system	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988456	ncbi	SRX5414313	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	20950	11029	SRR8615440	SRS4395167	NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	73	DSMZ:NU-DHL-1	NU-DHL-1	lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)	metastasis	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987953	ncbi	SRX5414721	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SKES1_BONE	23/02/2019	20553	11030	SRR8615679	SRS4395143	SKES1_BONE	18	NIBRI	SK-ES-1	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	primary	Caucasian	male	bone	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987815	ncbi	SRX5414245	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-CAOV4_OVARY	23/02/2019	20607	11032	SRR8615508	SRS4395315	CAOV4_OVARY	45	NA	Caov-4	carcinoma (adenocarcinoma)	metastasis	Caucasian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988223	ncbi	SRX5415001	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SKMEL24_SKIN	24/02/2019	20608	11043	SRR8616049	SRS4395928	SKMEL24_SKIN	67	ATCC:SK-MEL-24	SK-MEL-24	malignant_melanoma	metastasis	Caucasian	male	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988017	ncbi	SRX5414510	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-OAW28_OVARY	23/02/2019	21021	11051	SRR8615243	SRS4395535	OAW28_OVARY	NA	ECACC:OAW28	OAW28	carcinoma	primary	Caucasian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988136	ncbi	SRX5414252	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SKNBE2_AUTONOMIC_GANGLIA	23/02/2019	20473	11052	SRR8615501	SRS4395322	SKNBE2_AUTONOMIC_GANGLIA	2.166667	GNF	SK-N-BE(2)	neuroblastoma	metastasis	Caucasian	male	autonomic_ganglia	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987747	ncbi	SRX5414742	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SNU520_STOMACH	23/02/2019	20530	11056	SRR8615658	SRS4395229	SNU520_STOMACH	60	KCLB:SNU-520	SNU-520	carcinoma	primary	Asian	female	stomach	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987896	ncbi	SRX5414256	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SKNMC_BONE	23/02/2019	20584	11061	SRR8615497	SRS4395146	SKNMC_BONE	14	ATCC:SK-N-MC	SK-N-MC	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	metastasis	Caucasian	female	bone	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987690	ncbi	SRX5414934	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-BICR6_UPPER_AERODIGESTIVE_TRACT	24/02/2019	20096	11064	SRR8616116	SRS4395874	BICR6_UPPER_AERODIGESTIVE_TRACT	NA	ECACC:BICR 6	BICR 6	carcinoma (squamous_cell_carcinoma)	primary	Caucasian	male	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988260	ncbi	SRX5414761	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-COLO679_SKIN	23/02/2019	19589	11065	SRR8615639	SRS4395185	COLO679_SKIN	47	DSMZ:COLO-679	COLO-679	malignant_melanoma	metastasis	Caucasian	female	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987729	ncbi	SRX5415092	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-CW2_LARGE_INTESTINE	24/02/2019	19898	11071	SRR8615958	SRS4395119	CW2_LARGE_INTESTINE	55	RIKEN:CW-2	CW-2	carcinoma	primary	Asian	female	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987886	ncbi	SRX5414595	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH358_LUNG	24/02/2019	21033	11071	SRR8615805	SRS4395608	NCIH358_LUNG	NA	ATCC:NCI-H358	NCI-H358	carcinoma (bronchioloalveolar_adenocarcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987707	ncbi	SRX5415114	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SNU1214_UPPER_AERODIGESTIVE_TRACT	24/02/2019	20586	11084	SRR8615936	SRS4396015	SNU1214_UPPER_AERODIGESTIVE_TRACT	55	KCLB:SNU-1214	SNU-1214	carcinoma (squamous_cell_carcinoma)	primary	Asian	male	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988142	ncbi	SRX5415096	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH1648_LUNG	24/02/2019	21010	11085	SRR8615954	SRS4395242	NCIH1648_LUNG	39	ATCC:NCI-H1648	NCI-H1648	carcinoma (adenocarcinoma)	metastasis	African_american	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988376	ncbi	SRX5414217	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH2444_LUNG	23/02/2019	21098	11089	SRR8615536	SRS4395120	NCIH2444_LUNG	NA	ATCC:NCI-H2444	NCI-H2444	carcinoma (non_small_cell_carcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988319	ncbi	SRX5415182	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-ES2_OVARY	24/02/2019	20183	11092	SRR8616220	SRS4396077	ES2_OVARY	47	ATCC:ES-2	ES-2	carcinoma (clear_cell_carcinoma)	primary	Caucasian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988045	ncbi	SRX5414678	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-RH30_SOFT_TISSUE	24/02/2019	20681	11099	SRR8615722	SRS4395675	RH30_SOFT_TISSUE	17	DSMZ:RH-30	RH-30	rhabdomyosarcoma (alveolar)	metastasis	Caucasian	male	soft_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988475	ncbi	SRX5414987	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24/02/2019	20956	11119	SRR8616063	SRS4395919	MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	44	DSMZ:MOLM-6	MOLM-6	haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)	primary	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987883	ncbi	SRX5414905	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-COLO201_LARGE_INTESTINE	24/02/2019	19784	11122	SRR8616145	SRS4395850	COLO201_LARGE_INTESTINE	70	NA	COLO 201	carcinoma (adenocarcinoma)	metastasis	Caucasian	male	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987875	ncbi	SRX5415193	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-HPAFII_PANCREAS	24/02/2019	20921	11126	SRR8616209	SRS4396087	HPAFII_PANCREAS	44	ATCC:HPAF-II	HPAF-II	carcinoma (ductal_carcinoma)	metastasis	Caucasian	male	pancreas	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987782	ncbi	SRX5414601	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH520_LUNG	24/02/2019	21122	11130	SRR8615799	SRS4395612	NCIH520_LUNG	NA	ATCC:NCI-H520	NCI-H520	carcinoma (squamous_cell_carcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10989558	ncbi	SRX5414627	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-BCPAP_THYROID	24/02/2019	20089	11145	SRR8615773	SRS4395627	BCPAP_THYROID	76	DSMZ:B-CPAP	B-CPAP	carcinoma (papillary_carcinoma)	primary	Caucasian	female	thyroid	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988550	ncbi	SRX5414310	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	20852	11150	SRR8615443	SRS4395368	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	31	HSRRB	NOMO-1	haematopoietic_neoplasm (acute_myeloid_leukaemia, M5)	primary	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987969	ncbi	SRX5414577	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-HCC1359_LUNG	24/02/2019	19901	11165	SRR8615823	SRS4395137	HCC1359_LUNG	55	KCLB:HCC-1359	HCC-1359	carcinoma (large_cell_carcinoma)	primary	African_american	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987904	ncbi	SRX5414808	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-RDES_BONE	23/02/2019	20774	11180	SRR8615592	SRS4395171	RDES_BONE	19	NIBRI	RD-ES	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	primary	Caucasian	male	bone	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988305	ncbi	SRX5414349	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-AGS_STOMACH	23/02/2019	22527	11197	SRR8615404	SRS4395399	AGS_STOMACH	54	NIBRI	AGS	carcinoma (adenocarcinoma)	primary	Caucasian	female	stomach	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988125	ncbi	SRX5414999	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24/02/2019	20706	11200	SRR8616051	SRS4395926	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	76	HSRRB	SKM-1	haematopoietic_neoplasm (acute_myeloid_leukaemia, M5)	primary	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987962	ncbi	SRX5414585	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-HCC1438_LUNG	24/02/2019	20105	11221	SRR8615815	SRS4395134	HCC1438_LUNG	43	KCLB:HCC-1438	HCC-1438	carcinoma (large_cell_carcinoma)	primary	African_american	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988066	ncbi	SRX5414228	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SNU1076_UPPER_AERODIGESTIVE_TRACT	23/02/2019	20819	11223	SRR8615525	SRS4395299	SNU1076_UPPER_AERODIGESTIVE_TRACT	60	KCLB:SNU-1076	SNU-1076	carcinoma (squamous_cell_carcinoma)	primary	Asian	male	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988551	ncbi	SRX5414288	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH727_LUNG	23/02/2019	21305	11250	SRR8615465	SRS4395277	NCIH727_LUNG	65	ATCC:NCI-H727	NCI-H727	carcinoid-endocrine_tumour	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987636	ncbi	SRX5414598	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH2087_LUNG	24/02/2019	21338	11250	SRR8615802	SRS4395212	NCIH2087_LUNG	69	ATCC:NCI-H2087	NCI-H2087	carcinoma (adenocarcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10989572	ncbi	SRX5414983	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-ML1_THYROID	24/02/2019	21182	11253	SRR8616067	SRS4395915	ML1_THYROID	NA	DSMZ:ML-1	ML-1	carcinoma (follicular_carcinoma)	primary	Caucasian	NA	thyroid	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988024	ncbi	SRX5414940	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH2172_LUNG	24/02/2019	21323	11258	SRR8616110	SRS4395126	NCIH2172_LUNG	NA	ATCC:NCI-H2172	NCI-H2172	carcinoma (non_small_cell_carcinoma)	primary	African_american	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988307	ncbi	SRX5415043	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-DETROIT562_UPPER_AERODIGESTIVE_TRACT	24/02/2019	20108	11266	SRR8616007	SRS4395959	DETROIT562_UPPER_AERODIGESTIVE_TRACT	NA	ATCC:Detroit 562	Detroit 562	carcinoma	metastasis	Caucasian	female	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987633	ncbi	SRX5414966	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24/02/2019	22736	11272	SRR8616084	SRS4395900	TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	ATCC:Toledo	Toledo	lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)	primary	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10989567	ncbi	SRX5414986	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24/02/2019	21447	11278	SRR8616064	SRS4395918	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	77	DSMZ:MOLM-16	MOLM-16	haematopoietic_neoplasm (acute_myeloid_leukaemia, M0)	primary	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988133	ncbi	SRX5414764	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-DV90_LUNG	23/02/2019	20031	11281	SRR8615636	SRS4395113	DV90_LUNG	50	DSMZ:DV-90	DV-90	carcinoma (adenocarcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988496	ncbi	SRX5415080	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24/02/2019	20936	11303	SRR8615970	SRS4395989	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24	DSMZ:PL-21	PL-21	haematopoietic_neoplasm (acute_myeloid_leukaemia, M3)	primary	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987682	ncbi	SRX5414715	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-PANC1_PANCREAS	23/02/2019	21403	11307	SRR8615685	SRS4395707	PANC1_PANCREAS	56	NIBRI	PANC-1	carcinoma (ductal_carcinoma)	primary	Caucasian	male	pancreas	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987956	ncbi	SRX5415145	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH1355_LUNG	24/02/2019	21396	11308	SRR8615905	SRS4396042	NCIH1355_LUNG	53	ATCC:NCI-H1355	NCI-H1355	carcinoma (adenocarcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987890	ncbi	SRX5414789	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH1793_LUNG	23/02/2019	21576	11329	SRR8615611	SRS4395765	NCIH1793_LUNG	52	ATCC:NCI-H1793	NCI-H1793	carcinoma (non_small_cell_carcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987881	ncbi	SRX5415038	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-A673_BONE	24/02/2019	21263	11375	SRR8616012	SRS4395238	A673_BONE	15	NIBRI	A-673	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	primary	Caucasian	female	bone	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988436	ncbi	SRX5414320	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-RS5_FIBROBLAST	23/02/2019	21226	11376	SRR8615433	SRS4395145	RS5_FIBROBLAST	78	DSMZ:RS-5	RS-5	mesothelioma	metastasis	Caucasian	male	pleura	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988486	ncbi	SRX5414465	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	20150	11378	SRR8615288	SRS4395496	EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	69	DSMZ:EHEB	EHEB	lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma)	primary	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987977	ncbi	SRX5414794	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH2110_LUNG	23/02/2019	21502	11399	SRR8615606	SRS4395129	NCIH2110_LUNG	NA	GNF	NCI-H2110	carcinoma (non_small_cell_carcinoma)	metastasis	African_american	NA	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987664	ncbi	SRX5414539	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SKUT1_SOFT_TISSUE	24/02/2019	21224	11399	SRR8615861	SRS4395564	SKUT1_SOFT_TISSUE	75	ATCC:SK-UT-1	SK-UT-1	leiomyosarcoma	primary	Caucasian	female	soft_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988101	ncbi	SRX5414907	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24/02/2019	20386	11403	SRR8616143	SRS4395851	CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.8333	DSMZ:CMK	CMK	haematopoietic_neoplasm (acute_myeloid_leukaemia, M7)	primary	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988542	ncbi	SRX5414904	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-COLO320_LARGE_INTESTINE	24/02/2019	20258	11416	SRR8616146	SRS4395191	COLO320_LARGE_INTESTINE	55	DSMZ:COLO-320	COLO-320	carcinoma (adenocarcinoma)	primary	Caucasian	female	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988505	ncbi	SRX5414599	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24/02/2019	21231	11420	SRR8615801	SRS4395610	RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	57	DSMZ:RI-1	RI-1	lymphoid_neoplasm (B_cell_lymphoma_unspecified)	primary	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
